1,ミライドン
2,ガオガエン
3,バドレックス
4,ウーラオス
5,ゴリランダー
6,ザマゼンタ
7,バドレックス
8,ドーブル
9,カイオーガ
10,トルネロス
11,ルナアーラ
12,エルフーン
13,ハバタクカミ
14,パオジアン
15,タケルライコ
16,ウルガモス
17,モロバレル
18,イエッサン
19,オーガポン
20,イーユイ
21,ガチグマ
22,リキキリン
23,オーロンゲ
24,ランドロス
25,コライドン
26,グラードン
27,テラパゴス
28,テツノカイナ
29,ザシアン
30,カイリュー
31,マタドガス
32,ウーラオス
33,ヤミラミ
34,ヤバソチャ
35,テツノワダチ
36,エンテイ
37,ドドゲザン
38,ピッピ
39,レックウザ
40,ガチグマ
41,テツノコウベ
42,イッカネズミ
43,ペリッパー
44,コノヨザル
45,ブリガロン
46,アラブルタケ
47,コータス
48,トドロクツキ
49,ハリーマン
50,ホウオウ
51,テツノブジン
52,ディンルー
53,テツノツツミ
54,バンギラス
55,ルンパッパ
56,キュウコン
57,ウネルミナモ
58,クレセリア
59,ヘイラッシャ
60,アシレーヌ
61,ワタッコ
62,テツノイワオ
63,ドサイドン
64,トリトドン
65,ソウブレイズ
66,シャリタツ
67,ギラティナ
68,デカヌチャン
69,ヤミカラス
70,キラフロル
71,ライチュウ
72,マタドガス
73,マシマシラ
74,リーフィア
75,ゾロアーク
76,レシラム
77,サケブシッポ
78,ミミッキュ
79,コジョンド
80,カラミンゴ
81,グレイシア
82,チオンジェン
83,メタモン
84,エレキブル
85,オドリドリ
86,ゴチルゼル
87,ラティオス
88,ブリジュラス
89,キュワワー
90,ドオー
91,ドダイトス
92,エーフィ
93,ヌメルゴン
94,イダイトウ
95,マリルリ
96,バルビート
97,チヲハウハネ
98,ウインディ
99,ヒードラン
100,ボルトロス
101,ソルガレオ
102,キョジオーン
103,ダーテング
104,ネクロズマ
105,ゼクロム
106,カポエラー
107,ハピナス
108,レジドラゴ
109,オオニューラ
110,ラッキー
111,テツノカシラ
112,ムゲンダイナ
113,ズルッグ
114,ペルシアン
115,ハリテヤマ
116,ファイアロー
117,バクフーン
118,ゴルダック
119,ディアルガ
120,ベラカス
121,ウガツホムラ
122,ニンフィア
123,ライチュウ
124,イエッサン
125,ドラパルト
126,キュレム
127,ファイヤー
128,ハギギシリ
129,サイドン
130,ブリザポス
131,ヤレユータン
132,チラチーノ
133,デンリュウ
134,イイネイヌ
135,エースバーン
136,サーフゴー
137,ドレディア
138,スイクン
139,テツノドクガ
140,アグノム
141,スナノケガワ
142,ペルシアン
143,キングドラ
144,レジエレキ
145,マフォクシー
146,ロトム
147,オニシズクモ
148,メガヤンマ
149,シャリタツ
150,ラムパルド
